doc_name	sentence	pictos_ref_ids	sense_keys
doc1	avez vous souvent des aphtes	[[9001], [2608], [37029], [8477], [26616]]	[['be%2:42:00::', 'exist%2:42:00::'], [], ['frequently%4:02:00::', 'oft%4:02:00::', 'often%4:02:00::', 'oftentimes%4:02:00::', 'ofttimes%4:02:00::'], [], ['acne%1:26:00::', 'papule%1:26:00::', 'pustule%1:26:00::']]
doc1	avez vous une pharyngite	[[9001], [2608], [8474], [10262]]	[['be%2:42:00::', 'exist%2:42:00::'], [], [], ['pharyngitis%1:26:00::', 'raw_throat%1:26:00::', 'sore_throat%1:26:00::']]
doc1	êtes vous grippé en ce moment	[[5858], [2608], [5476], [], [], [13026]]	[['be%2:42:03::', 'be%2:42:06::'], [], ['bagpipe%1:06:00::'], [], [], ['now%4:02:00::', 'nowadays%4:02:00::', 'today%4:02:01::', 'at_present%4:02:00::', 'now%4:02:04::']]
doc1	avez vous le nez qui coule	[[9001], [2608], [7256], [7256], [7256], [7256]]	[['be%2:42:00::', 'exist%2:42:00::'], [], ['blow%2:29:01::'], ['blow%2:29:01::'], ['blow%2:29:01::'], ['blow%2:29:01::']]
doc1	montrez moi une position où vous avez moins mal	[[11308], [22619], [], [], [], [2608], [9001], [5512], [30620]]	[['demo%2:39:00::', 'demonstrate%2:39:01::', 'exhibit%2:39:00::', 'present%2:39:00::', 'show%2:39:02::', 'show%2:39:00::'], [''], [], [], [], [], ['be%2:42:00::', 'exist%2:42:00::'], ['less%4:02:01::', 'less%4:02:00::', 'to_a_lesser_extent%4:02:00::', 'less%5:00:00:fewer:00', 'fewer%3:00:00::'], ['hurt%2:29:02::', 'suffer%2:29:00::', 'ache%2:39:01::', 'hurt%2:39:01::', 'suffer%2:39:00::', 'hurt%2:29:02::', 'suffer%2:29:00::', 'ache%2:39:01::', 'hurt%2:39:01::', 'suffer%2:39:00::']]
doc1	je vais examiner votre gorge	[[2617], [7079], [2474], [12285], [3332]]	[[], ['direction%1:15:00::', 'way%1:15:00::', 'interrogation%1:10:01::', 'interrogative%1:10:00::', 'interrogative_sentence%1:10:00::', 'question%1:10:03::', 'go%2:38:00::', 'locomote%2:38:00::', 'move%2:38:03::', 'travel%2:38:00::', 'channelise%2:38:03::', 'channelize%2:38:03::', 'direct%2:38:03::', 'guide%2:38:01::', 'head%2:38:01::', 'maneuver%2:38:00::', 'manoeuver%2:38:00::', 'manoeuvre%2:38:00::', 'point%2:38:05::', 'steer%2:38:00::'], ['see%2:39:00::', 'look%2:39:00::', 'consider%2:39:08::', 'look_at%2:39:01::', 'view%2:39:00::', 'observe%2:39:00::'], [''], ['pharynx%1:08:00::', 'throat%1:08:00::']]
doc1	la douleur à la tête est elle toujours la même	[[8476], [28651], [28651], [28651], [28651], [5858], [], [17322], [8476], [4667]]	"[[], ['cephalalgia%1:26:00::', 'head_ache%1:26:00::', 'headache%1:26:00::'], ['cephalalgia%1:26:00::', 'head_ache%1:26:00::', 'headache%1:26:00::'], ['cephalalgia%1:26:00::', 'head_ache%1:26:00::', 'headache%1:26:00::'], ['cephalalgia%1:26:00::', 'head_ache%1:26:00::', 'headache%1:26:00::'], ['be%2:42:03::', 'be%2:42:06::'], [], ['always%4:02:03::', 'constantly%4:02:01::', 'forever%4:02:03::', 'incessantly%4:02:00::', 'perpetually%4:02:00::', 'always%4:02:01::', 'always%4:02:02::', 'always%4:02:00::', ""e'er%4:02:00::"", 'ever%4:02:00::'], [], ['equal%3:00:00::', 'like%3:00:02::', 'same%3:00:04::', 'such%4:02:00::']]"
doc1	savez vous où vous vous trouvez	[[6019], [2608], [7764], [2608], [], [5858]]	[['contrive%2:36:00::', 'devise%2:36:00::', 'excogitate%2:36:00::', 'forge%2:36:08::', 'formulate%2:36:00::', 'invent%2:36:00::', 'discover%2:31:00::', 'find%2:31:09::', 'discover%2:36:00::', 'find%2:36:00::', 'realise%2:31:00::', 'realize%2:31:00::', 'see%2:31:01::', 'understand%2:31:01::'], [], [], [], [], ['be%2:42:03::', 'be%2:42:06::']]
doc1	la durée de vos règles est elle normale	[[8476], [22631], [7074], [12287], [32490], [5858], [], [5584]]	[[], ['time%1:28:05::', 'time%1:03:00::'], [], [''], ['catamenia%1:22:00::', 'flow%1:22:01::', 'menses%1:22:00::', 'menstruation%1:22:00::', 'menstruum%1:22:00::', 'period%1:22:00::'], ['be%2:42:03::', 'be%2:42:06::'], [], ['yes%1:10:00::']]
doc1	avez vous actuellement un traitement pour le sida	[[9001], [2608], [13026], [8474], [8163], [7194], [8476], [24402]]	[['be%2:42:00::', 'exist%2:42:00::'], [], ['now%4:02:00::', 'nowadays%4:02:00::', 'today%4:02:01::', 'at_present%4:02:00::', 'now%4:02:04::'], [], ['medicament%1:06:00::', 'medication%1:06:00::', 'medicinal_drug%1:06:00::', 'medicine%1:06:00::', 'intervention%1:04:02::', 'treatment%1:04:00::'], [], [], ['hiv%1:26:00::', 'hiv%1:05:00::', 'human_immunodeficiency_virus%1:05:00::', 'acquired_immune_deficiency_syndrome%1:26:00::', 'aids%1:26:00::']]
doc1	avez vous déjà avorté	[[9001], [2608], [37162], [14974]]	[['be%2:42:00::', 'exist%2:42:00::'], [], ['again%4:02:00::', 'once_again%4:02:00::', 'once_more%4:02:00::', 'over_again%4:02:00::'], ['abortion%1:04:00::']]
doc1	voyez vous double	[[2474], [2608], [16345]]	[['see%2:39:00::', 'look%2:39:00::', 'consider%2:39:08::', 'look_at%2:39:01::', 'view%2:39:00::', 'observe%2:39:00::'], [], ['double%2:30:00::', 'duplicate%2:30:00::']]
doc1	prenez vous de l'insuline	[[], [2608], [], [], [24125]]	[[], [], [], [], ['insulin%1:08:00::', 'inject%2:34:01::']]
doc1	avez vous trop de sucre dans le sang	[[9001], [2608], [25708], [7074], [25560], [7034], [8476], [2803]]	[['be%2:42:00::', 'exist%2:42:00::'], [], ['rattling%4:02:00::', 'real%4:02:01::', 'really%4:02:00::', 'very%4:02:00::'], [], ['refined_sugar%1:13:00::', 'sugar%1:13:00::', 'carbohydrate%1:27:00::', 'saccharide%1:27:00::', 'sugar%1:27:00::'], [], [], ['blood%1:08:00::']]
doc1	êtes vous anxieux	[[5858], [2608], [26985]]	[['be%2:42:03::', 'be%2:42:06::'], [], ['apprehensive%5:00:00:uneasy:00', 'worried%5:00:00:uneasy:00', 'worry%2:37:00::', 'vex%2:37:02::', 'worry%2:37:01::']]
doc1	la douleur à la tête vous a t elle réveillé	[[8476], [28651], [28651], [28651], [28651], [2608], [9001], [], [], [8988]]	[[], ['cephalalgia%1:26:00::', 'head_ache%1:26:00::', 'headache%1:26:00::'], ['cephalalgia%1:26:00::', 'head_ache%1:26:00::', 'headache%1:26:00::'], ['cephalalgia%1:26:00::', 'head_ache%1:26:00::', 'headache%1:26:00::'], ['cephalalgia%1:26:00::', 'head_ache%1:26:00::', 'headache%1:26:00::'], [], ['be%2:42:00::', 'exist%2:42:00::'], [], [], ['arouse%2:29:05::', 'awake%2:29:00::', 'awaken%2:29:01::', 'come_alive%2:29:00::', 'wake%2:29:01::', 'wake_up%2:29:00::', 'waken%2:29:00::', 'extend%2:29:00::', 'stretch%2:29:01::']]
doc1	avez vous été vacciné contre la varicelle	[[9001], [2608], [5858], [7293], [7067], [8476], [7822]]	[['be%2:42:00::', 'exist%2:42:00::'], [], ['be%2:42:03::', 'be%2:42:06::'], ['immunise%2:29:00::', 'immunize%2:29:00::', 'inoculate%2:29:00::', 'vaccinate%2:29:00::'], [], [], ['chickenpox%1:26:00::', 'varicella%1:26:00::']]
doc1	devez vous cracher quand vous toussez	[[15525], [2608], [7090], [22621], [2608], [3406]]	[['compel%2:41:00::', 'obligate%2:41:00::', 'oblige%2:41:00::'], [], ['ptyalise%2:29:00::', 'ptyalize%2:29:00::', 'spew%2:29:01::', 'spit%2:29:00::', 'spue%2:29:01::'], [], [], ['cough%2:29:00::']]
doc1	de quelle oreille entendez vous le moins bien	[[7074], [22620], [2871], [2381], [2608], [8476], [5512], [5397]]	[[], [], ['auricle%1:08:02::', 'ear%1:08:01::', 'pinna%1:08:00::'], ['hear%2:39:05::', 'listen%2:39:01::', 'take_heed%2:39:00::', 'hear%2:39:00::'], [], [], ['less%4:02:01::', 'less%4:02:00::', 'to_a_lesser_extent%4:02:00::', 'less%5:00:00:fewer:00', 'fewer%3:00:00::'], ['good%4:02:00::', 'well%4:02:00::', 'correct%3:00:04::', 'right%3:00:04::', 'all_right%5:00:00:satisfactory:00', 'cool%5:00:00:satisfactory:00', 'fine%5:00:00:satisfactory:00', 'hunky-dory%5:00:00:satisfactory:00', 'o.k.%5:00:00:satisfactory:00', 'ok%5:00:00:satisfactory:00', 'okay%5:00:00:satisfactory:00', 'o.k.%1:10:00::', 'ok%1:10:00::', 'okay%1:10:00::', 'okeh%1:10:00::', 'okey%1:10:00::']]
doc1	portez vous un appareil auditif	[[9001], [2608], [8474], [5912], [5912]]	[['be%2:42:00::', 'exist%2:42:00::'], [], [], ['deaf-aid%1:06:00::', 'hearing_aid%1:06:01::'], ['deaf-aid%1:06:00::', 'hearing_aid%1:06:01::']]
doc1	la douleur irradie t elle vers la nuque	[[8476], [2367], [7079], [], [], [7125], [8476], [2881]]	[[], ['hurting%1:26:00::', 'pain%1:26:00::', 'pain%1:09:00::', 'pain_sensation%1:09:00::', 'painful_sensation%1:09:00::'], ['direction%1:15:00::', 'way%1:15:00::', 'interrogation%1:10:01::', 'interrogative%1:10:00::', 'interrogative_sentence%1:10:00::', 'question%1:10:03::', 'go%2:38:00::', 'locomote%2:38:00::', 'move%2:38:03::', 'travel%2:38:00::', 'channelise%2:38:03::', 'channelize%2:38:03::', 'direct%2:38:03::', 'guide%2:38:01::', 'head%2:38:01::', 'maneuver%2:38:00::', 'manoeuver%2:38:00::', 'manoeuvre%2:38:00::', 'point%2:38:05::', 'steer%2:38:00::'], [], [], [], [], ['nape%1:08:00::', 'nucha%1:08:00::', 'scruff%1:08:00::']]
doc1	pouvez vous me montrer avec le doigt où la douleur s'est déplacée	[[11750], [2608], [2617], [11308], [7064], [8476], [3298], [7764], [8476], [2367], [], [], [7079]]	[[''], [], [], ['demo%2:39:00::', 'demonstrate%2:39:01::', 'exhibit%2:39:00::', 'present%2:39:00::', 'show%2:39:02::', 'show%2:39:00::'], [], [], ['finger%1:08:00::'], [], [], ['hurting%1:26:00::', 'pain%1:26:00::', 'pain%1:09:00::', 'pain_sensation%1:09:00::', 'painful_sensation%1:09:00::'], [], [], ['direction%1:15:00::', 'way%1:15:00::', 'interrogation%1:10:01::', 'interrogative%1:10:00::', 'interrogative_sentence%1:10:00::', 'question%1:10:03::', 'go%2:38:00::', 'locomote%2:38:00::', 'move%2:38:03::', 'travel%2:38:00::', 'channelise%2:38:03::', 'channelize%2:38:03::', 'direct%2:38:03::', 'guide%2:38:01::', 'head%2:38:01::', 'maneuver%2:38:00::', 'manoeuver%2:38:00::', 'manoeuvre%2:38:00::', 'point%2:38:05::', 'steer%2:38:00::']]
doc1	combien de temps dure la douleur	[[7073], [7074], [22631], [17050], [8476], [2367]]	[['amount%1:03:00::', 'measure%1:03:00::', 'quantity%1:03:00::', 'interrogation%1:10:01::', 'interrogative%1:10:00::', 'interrogative_sentence%1:10:00::', 'question%1:10:03::'], [], ['time%1:28:05::', 'time%1:03:00::'], ['continue%2:42:01::', 'go_along%2:42:00::', 'go_on%2:42:00::', 'keep%2:42:07::', 'proceed%2:42:00::', 'endure%2:42:06::', 'last%2:42:00::'], [], ['hurting%1:26:00::', 'pain%1:26:00::', 'pain%1:09:00::', 'pain_sensation%1:09:00::', 'painful_sensation%1:09:00::']]
doc1	avez vous mal quand vous toussez	[[9001], [2608], [30620], [22621], [2608], [3406]]	[['be%2:42:00::', 'exist%2:42:00::'], [], ['hurt%2:29:02::', 'suffer%2:29:00::', 'ache%2:39:01::', 'hurt%2:39:01::', 'suffer%2:39:00::', 'hurt%2:29:02::', 'suffer%2:29:00::', 'ache%2:39:01::', 'hurt%2:39:01::', 'suffer%2:39:00::'], [], [], ['cough%2:29:00::']]
doc1	respirez profondément la bouche ouverte s'il vous plaît	[[34377], [5397], [8476], [2663], [], [8195], [8195], [8195], [8195]]	[['a_capella%4:02:00::', 'a_cappella%4:02:00::', 'able%3:00:00::', 'breathe%2:29:00::', 'entity%1:03:00::', 'respire%2:29:00::', 'suspire%2:29:03::', 'take_a_breath%2:29:00::'], ['good%4:02:00::', 'well%4:02:00::', 'correct%3:00:04::', 'right%3:00:04::', 'all_right%5:00:00:satisfactory:00', 'cool%5:00:00:satisfactory:00', 'fine%5:00:00:satisfactory:00', 'hunky-dory%5:00:00:satisfactory:00', 'o.k.%5:00:00:satisfactory:00', 'ok%5:00:00:satisfactory:00', 'okay%5:00:00:satisfactory:00', 'o.k.%1:10:00::', 'ok%1:10:00::', 'okay%1:10:00::', 'okeh%1:10:00::', 'okey%1:10:00::'], [], ['mouth%1:08:01::', 'oral_cavity%1:08:00::', 'oral_fissure%1:08:00::', 'rima_oris%1:08:00::', 'mouth%1:08:00::'], [], ['act%2:29:00::', 'behave%2:29:00::', 'do%2:29:09::', 'please%4:02:00::', 'beg%2:32:00::', 'implore%2:32:00::', 'pray%2:32:01::', 'beg%2:32:01::', 'solicit%2:32:00::', 'tap%2:32:00::'], ['act%2:29:00::', 'behave%2:29:00::', 'do%2:29:09::', 'please%4:02:00::', 'beg%2:32:00::', 'implore%2:32:00::', 'pray%2:32:01::', 'beg%2:32:01::', 'solicit%2:32:00::', 'tap%2:32:00::'], ['act%2:29:00::', 'behave%2:29:00::', 'do%2:29:09::', 'please%4:02:00::', 'beg%2:32:00::', 'implore%2:32:00::', 'pray%2:32:01::', 'beg%2:32:01::', 'solicit%2:32:00::', 'tap%2:32:00::'], ['act%2:29:00::', 'behave%2:29:00::', 'do%2:29:09::', 'please%4:02:00::', 'beg%2:32:00::', 'implore%2:32:00::', 'pray%2:32:01::', 'beg%2:32:01::', 'solicit%2:32:00::', 'tap%2:32:00::']]
doc1	je vais vous lever la jambe	[[2617], [7079], [2608], [6549], [8476], [8666]]	[[], ['direction%1:15:00::', 'way%1:15:00::', 'interrogation%1:10:01::', 'interrogative%1:10:00::', 'interrogative_sentence%1:10:00::', 'question%1:10:03::', 'go%2:38:00::', 'locomote%2:38:00::', 'move%2:38:03::', 'travel%2:38:00::', 'channelise%2:38:03::', 'channelize%2:38:03::', 'direct%2:38:03::', 'guide%2:38:01::', 'head%2:38:01::', 'maneuver%2:38:00::', 'manoeuver%2:38:00::', 'manoeuvre%2:38:00::', 'point%2:38:05::', 'steer%2:38:00::'], [], ['arise%2:29:00::', 'get_up%2:29:00::', 'rise%2:29:08::', 'turn_out%2:29:00::', 'uprise%2:29:00::'], [], ['leg%1:08:01::']]
doc1	l'ordinateur va traduire mes questions	[[8476], [2487], [7079], [37085], [12266], [7217]]	[[], ['computer%1:06:00::', 'computing_device%1:06:00::', 'computing_machine%1:06:00::', 'data_processor%1:06:00::', 'electronic_computer%1:06:00::', 'information_processing_system%1:06:00::', 'microcomputer%1:06:00::', 'pc%1:06:00::', 'personal_computer%1:06:00::'], ['direction%1:15:00::', 'way%1:15:00::', 'interrogation%1:10:01::', 'interrogative%1:10:00::', 'interrogative_sentence%1:10:00::', 'question%1:10:03::', 'go%2:38:00::', 'locomote%2:38:00::', 'move%2:38:03::', 'travel%2:38:00::', 'channelise%2:38:03::', 'channelize%2:38:03::', 'direct%2:38:03::', 'guide%2:38:01::', 'head%2:38:01::', 'maneuver%2:38:00::', 'manoeuver%2:38:00::', 'manoeuvre%2:38:00::', 'point%2:38:05::', 'steer%2:38:00::'], ['interpret%2:32:01::', 'render%2:32:04::', 'translate%2:32:00::'], [], ['interrogation%1:10:01::', 'interrogative%1:10:00::', 'interrogative_sentence%1:10:00::', 'question%1:10:03::', 'enquiry%1:10:00::', 'inquiry%1:10:01::', 'interrogation%1:10:02::', 'query%1:10:00::', 'question%1:10:00::']]
doc1	la gorge est rouge	[[8476], [3332], [5858], [2808]]	[[], ['pharynx%1:08:00::', 'throat%1:08:00::'], ['be%2:42:03::', 'be%2:42:06::'], ['blood-red%5:00:00:chromatic:00', 'carmine%5:00:00:chromatic:00', 'cerise%5:00:00:chromatic:00', 'cherry%5:00:00:chromatic:00', 'cherry-red%5:00:00:chromatic:00', 'crimson%5:00:00:chromatic:00', 'red%5:00:01:chromatic:00', 'reddish%5:00:00:chromatic:00', 'ruby%5:00:00:chromatic:00', 'ruby-red%5:00:00:chromatic:00', 'ruddy%5:00:00:chromatic:00', 'scarlet%5:00:00:chromatic:00']]
doc1	la bouche vous brûle	[[8476], [2663], [2608], [36155]]	[[], ['mouth%1:08:01::', 'oral_cavity%1:08:00::', 'oral_fissure%1:08:00::', 'rima_oris%1:08:00::', 'mouth%1:08:00::'], [], ['burn%2:43:02::', 'combust%2:43:02::']]
doc1	avez vous observé des vésicules dans la bouche	[[9001], [2608], [2474], [8477], [26616], [7034], [8476], [2663]]	[['be%2:42:00::', 'exist%2:42:00::'], [], ['see%2:39:00::', 'look%2:39:00::', 'consider%2:39:08::', 'look_at%2:39:01::', 'view%2:39:00::', 'observe%2:39:00::'], [], ['acne%1:26:00::', 'papule%1:26:00::', 'pustule%1:26:00::'], [], [], ['mouth%1:08:01::', 'oral_cavity%1:08:00::', 'oral_fissure%1:08:00::', 'rima_oris%1:08:00::', 'mouth%1:08:00::']]
doc1	toussez vous depuis longtemps	[[3406], [2608], [7077], [37678]]	[['cough%2:29:00::'], [], [], ['age%1:28:03::', 'long_time%1:28:00::', 'years%1:28:01::', 'long%4:02:00::', 'time%1:03:00::']]
doc1	est ce que vos expectorations sont blanches	[[], [], [], [12287], [35585], [5858], [2662]]	[[], [], [], [''], ['cough%1:26:00::', 'coughing%1:26:00::'], ['be%2:42:03::', 'be%2:42:06::'], ['white%3:00:01::']]
doc1	vous êtes vous mordu la langue	[[2608], [5858], [], [4700], [8476], [2944]]	[[], ['be%2:42:03::', 'be%2:42:06::'], [], ['bite%2:35:00::', 'seize_with_teeth%2:35:00::'], [], ['clapper%1:08:00::', 'glossa%1:08:00::', 'lingua%1:08:00::', 'tongue%1:08:00::']]
doc1	je vais vous demander de marcher s'il vous plaît	[[2617], [7079], [2608], [9840], [7074], [2432], [8195], [8195], [8195], [8195]]	[[], ['direction%1:15:00::', 'way%1:15:00::', 'interrogation%1:10:01::', 'interrogative%1:10:00::', 'interrogative_sentence%1:10:00::', 'question%1:10:03::', 'go%2:38:00::', 'locomote%2:38:00::', 'move%2:38:03::', 'travel%2:38:00::', 'channelise%2:38:03::', 'channelize%2:38:03::', 'direct%2:38:03::', 'guide%2:38:01::', 'head%2:38:01::', 'maneuver%2:38:00::', 'manoeuver%2:38:00::', 'manoeuvre%2:38:00::', 'point%2:38:05::', 'steer%2:38:00::'], [], ['ask%2:32:04::', 'enquire%2:32:00::', 'inquire%2:32:01::', 'demand%2:32:06::', 'query%2:32:00::', 'question%2:32:00::'], [], ['go%2:38:00::', 'locomote%2:38:00::', 'move%2:38:03::', 'travel%2:38:00::'], ['act%2:29:00::', 'behave%2:29:00::', 'do%2:29:09::', 'please%4:02:00::', 'beg%2:32:00::', 'implore%2:32:00::', 'pray%2:32:01::', 'beg%2:32:01::', 'solicit%2:32:00::', 'tap%2:32:00::'], ['act%2:29:00::', 'behave%2:29:00::', 'do%2:29:09::', 'please%4:02:00::', 'beg%2:32:00::', 'implore%2:32:00::', 'pray%2:32:01::', 'beg%2:32:01::', 'solicit%2:32:00::', 'tap%2:32:00::'], ['act%2:29:00::', 'behave%2:29:00::', 'do%2:29:09::', 'please%4:02:00::', 'beg%2:32:00::', 'implore%2:32:00::', 'pray%2:32:01::', 'beg%2:32:01::', 'solicit%2:32:00::', 'tap%2:32:00::'], ['act%2:29:00::', 'behave%2:29:00::', 'do%2:29:09::', 'please%4:02:00::', 'beg%2:32:00::', 'implore%2:32:00::', 'pray%2:32:01::', 'beg%2:32:01::', 'solicit%2:32:00::', 'tap%2:32:00::']]
doc1	montrez moi quel oeil est concerné	[[11308], [], [22620], [6573], [5858], []]	[['demo%2:39:00::', 'demonstrate%2:39:01::', 'exhibit%2:39:00::', 'present%2:39:00::', 'show%2:39:02::', 'show%2:39:00::'], [], [], ['eye%1:08:00::', 'oculus%1:08:00::', 'optic%1:08:00::', 'sight%1:09:00::', 'vision%1:09:01::', 'visual_modality%1:09:00::', 'visual_sense%1:09:00::'], ['be%2:42:03::', 'be%2:42:06::'], []]
doc1	y a t il des maladies particulières dans votre famille	[[9001], [9001], [9001], [9001], [8477], [11252], [], [7034], [12285], [2392]]	[['be%2:42:00::', 'exist%2:42:00::'], ['be%2:42:00::', 'exist%2:42:00::'], ['be%2:42:00::', 'exist%2:42:00::'], ['be%2:42:00::', 'exist%2:42:00::'], [], ['illness%1:26:00::', 'malady%1:26:00::', 'sickness%1:26:00::', 'unwellness%1:26:00::'], [], [], [''], ['family%1:14:00::', 'family_unit%1:14:00::']]
doc1	votre douleur dans la poitrine est elle fluctuante	[[12285], [11241], [11241], [11241], [11241], [5858], [], [4628]]	[[''], ['chest_pain%1:26:00::'], ['chest_pain%1:26:00::'], ['chest_pain%1:26:00::'], ['chest_pain%1:26:00::'], ['be%2:42:03::', 'be%2:42:06::'], [], ['different%3:00:00::', 'divers%5:00:00:different:00', 'diverse%5:00:02:different:00']]
doc1	la douleur dans la poitrine est elle récurrente	[[8476], [11241], [11241], [11241], [11241], [5858], [], [37162]]	[[], ['chest_pain%1:26:00::'], ['chest_pain%1:26:00::'], ['chest_pain%1:26:00::'], ['chest_pain%1:26:00::'], ['be%2:42:03::', 'be%2:42:06::'], [], ['again%4:02:00::', 'once_again%4:02:00::', 'once_more%4:02:00::', 'over_again%4:02:00::']]
doc1	avez vous plus de trente huit de fièvre	[[9001], [2608], [16119], [], [29316], [29316], [7074], [5470]]	[['be%2:42:00::', 'exist%2:42:00::'], [], ['greater%3:00:00::'], [], ['number%1:23:00::', 'number%1:10:01::', 'numeral%1:10:00::', '38%5:00:00:cardinal:00', 'thirty-eight%5:00:00:cardinal:00', 'xxxviii%5:00:00:cardinal:00'], ['number%1:23:00::', 'number%1:10:01::', 'numeral%1:10:00::', '38%5:00:00:cardinal:00', 'thirty-eight%5:00:00:cardinal:00', 'xxxviii%5:00:00:cardinal:00'], [], ['febricity%1:26:00::', 'febrility%1:26:00::', 'fever%1:26:00::', 'feverishness%1:26:00::', 'pyrexia%1:26:00::']]
doc1	suez vous plus que d'habitude	[[32125], [2608], [5508], [11351], [], [37029]]	[[], [], ['more%4:02:00::', 'to_a_greater_extent%4:02:01::', 'more%4:02:01::', 'more%3:00:01::', 'more_than%3:00:00::'], [''], [], ['frequently%4:02:00::', 'oft%4:02:00::', 'often%4:02:00::', 'oftentimes%4:02:00::', 'ofttimes%4:02:00::']]
doc1	les vomissements sont ils soulagés par les médicaments	[[8477], [2777], [5858], [], [5397], [7212], [8477], [8163]]	[[], ['barf%2:29:00::', 'be_sick%2:29:01::', 'cast%2:29:00::', 'cat%2:29:00::', 'chuck%2:29:00::', 'disgorge%2:29:00::', 'honk%2:29:00::', 'puke%2:29:00::', 'purge%2:29:04::', 'regorge%2:29:00::', 'regurgitate%2:29:00::', 'retch%2:29:00::', 'sick%2:29:00::', 'spew%2:29:00::', 'spue%2:29:00::', 'throw_up%2:29:00::', 'upchuck%2:29:00::', 'vomit%2:29:00::', 'vomit_up%2:29:00::'], ['be%2:42:03::', 'be%2:42:06::'], [], ['good%4:02:00::', 'well%4:02:00::', 'correct%3:00:04::', 'right%3:00:04::', 'all_right%5:00:00:satisfactory:00', 'cool%5:00:00:satisfactory:00', 'fine%5:00:00:satisfactory:00', 'hunky-dory%5:00:00:satisfactory:00', 'o.k.%5:00:00:satisfactory:00', 'ok%5:00:00:satisfactory:00', 'okay%5:00:00:satisfactory:00', 'o.k.%1:10:00::', 'ok%1:10:00::', 'okay%1:10:00::', 'okeh%1:10:00::', 'okey%1:10:00::'], [], [], ['medicament%1:06:00::', 'medication%1:06:00::', 'medicinal_drug%1:06:00::', 'medicine%1:06:00::', 'intervention%1:04:02::', 'treatment%1:04:00::']]
doc1	vomissez vous	[[2777], [2608]]	[['barf%2:29:00::', 'be_sick%2:29:01::', 'cast%2:29:00::', 'cat%2:29:00::', 'chuck%2:29:00::', 'disgorge%2:29:00::', 'honk%2:29:00::', 'puke%2:29:00::', 'purge%2:29:04::', 'regorge%2:29:00::', 'regurgitate%2:29:00::', 'retch%2:29:00::', 'sick%2:29:00::', 'spew%2:29:00::', 'spue%2:29:00::', 'throw_up%2:29:00::', 'upchuck%2:29:00::', 'vomit%2:29:00::', 'vomit_up%2:29:00::'], []]
doc1	avez vous des ulcères à l'estomac ou au duodénum	[[9001], [2608], [8477], [6036], [7041], [8476], [2786], [11317], [11709], [2667]]	[['be%2:42:00::', 'exist%2:42:00::'], [], [], ['hole%1:17:01::', 'hole%1:06:00::'], [], [], ['belly%1:08:02::', 'paunch%1:08:00::', 'abdomen%1:08:00::', 'belly%1:08:00::', 'stomach%1:08:01::', 'venter%1:08:00::', 'bay_window%1:08:00::', 'corporation%1:08:00::', 'pot%1:08:00::', 'potbelly%1:08:00::', 'tummy%1:08:01::'], [], [], ['boot%1:06:00::']]
